1.078	1.6399999999999998e-8	8.031079560167e-16
1.078	3.2799999999999996e-8	1.247396325978e-15
1.078	4.919999999999999e-8	1.461578730636e-15
1.078	6.559999999999999e-8	1.578677550564e-15
1.078	8.199999999999999e-8	1.651367746532e-15
1.078	9.839999999999998e-8	1.700626994718e-15
1.078	1.1479999999999998e-7	1.736131882033e-15
1.078	1.3119999999999998e-7	1.762907177058e-15
1.078	1.4759999999999997e-7	1.783806748657e-15
1.078	1.6399999999999999e-7	1.80056710171e-15
1.078	1.8039999999999997e-7	1.814303784525e-15
1.078	1.9679999999999996e-7	1.825765473659e-15
1.078	2.1319999999999998e-7	1.835473016318e-15
1.078	2.2959999999999996e-7	1.843799811949e-15
1.078	2.4599999999999995e-7	1.851020459958e-15
1.078	2.6239999999999997e-7	1.857341366037e-15
1.078	2.788e-7	1.862920648665e-15
1.078	2.9519999999999994e-7	1.867881464675e-15
1.078	3.1159999999999996e-7	1.872321157015e-15
1.078	3.2799999999999997e-7	1.876317675591e-15
1.078	3.4439999999999993e-7	1.87993417391e-15
1.078	3.6079999999999995e-7	1.883222358392e-15
1.078	3.7719999999999996e-7	1.886224967895e-15
1.078	3.935999999999999e-7	1.888977635881e-15
1.078	4.0999999999999994e-7	1.891510307305e-15
1.078	4.2639999999999995e-7	1.893848329629e-15
1.078	4.4279999999999997e-7	1.89601330213e-15
1.078	4.5919999999999993e-7	1.898023743725e-15
1.078	4.7559999999999994e-7	1.899895622973e-15
1.078	4.919999999999999e-7	1.901642782339e-15
1.078	5.084e-7	1.903277280509e-15
1.078	5.247999999999999e-7	1.904809670664e-15
1.078	5.411999999999999e-7	1.906249228241e-15
1.078	5.576e-7	1.907604138581e-15
1.078	5.739999999999999e-7	1.908881652457e-15
1.078	5.903999999999999e-7	1.910088215717e-15
1.078	6.068e-7	1.911229577937e-15
1.078	6.231999999999999e-7	1.912310883944e-15
1.078	6.395999999999999e-7	1.913336751267e-15
1.078	6.559999999999999e-7	1.914311335993e-15
1.078	6.723999999999999e-7	1.915238388991e-15
1.078	6.887999999999999e-7	1.916121304113e-15
1.078	7.051999999999999e-7	1.916963159677e-15
1.078	7.215999999999999e-7	1.917766754297e-15
1.078	7.379999999999999e-7	1.918534637941e-15
1.078	7.543999999999999e-7	1.919269138941e-15
1.078	7.707999999999999e-7	1.919972387556e-15
1.078	7.871999999999998e-7	1.920646336596e-15
1.078	8.035999999999999e-7	1.921292779515e-15
1.078	8.199999999999999e-7	1.921913366342e-15
1.078	8.363999999999999e-7	1.922509617735e-15
1.078	8.527999999999999e-7	1.923082937414e-15
1.078	8.691999999999999e-7	1.92363462319e-15
1.078	8.855999999999999e-7	1.924165876764e-15
1.078	9.019999999999999e-7	1.924677812464e-15
1.078	9.183999999999999e-7	1.925171465045e-15
1.078	9.347999999999999e-7	1.925647796661e-15
1.078	9.511999999999999e-7	1.926107703126e-15
1.078	9.675999999999998e-7	1.926552019534e-15
1.078	9.839999999999998e-7	1.926981525316e-15
1.078	1.0003999999999998e-6	1.927396948801e-15
1.078	1.0168e-6	1.92779897134e-15
1.078	1.0332e-6	1.928188231027e-15
1.078	1.0495999999999999e-6	1.928565326083e-15
1.078	1.0659999999999998e-6	1.928930817921e-15
1.078	1.0823999999999998e-6	1.929285233932e-15
1.078	1.0988e-6	1.929629070027e-15
1.078	1.1152e-6	1.929962792946e-15
1.078	1.1315999999999999e-6	1.930286842379e-15
1.078	1.1479999999999999e-6	1.930601632889e-15
1.078	1.1643999999999998e-6	1.930907555688e-15
1.078	1.1807999999999998e-6	1.931204980256e-15
1.078	1.1972e-6	1.931494255829e-15
1.078	1.2136e-6	1.931775712766e-15
1.078	1.2299999999999999e-6	1.932049663809e-15
1.078	1.2463999999999998e-6	1.932316405241e-15
1.078	1.2627999999999998e-6	1.932576217954e-15
1.078	1.2791999999999998e-6	1.932829368438e-15
1.078	1.2956e-6	1.933076109689e-15
1.078	1.3119999999999999e-6	1.933316682053e-15
1.078	1.3283999999999999e-6	1.933551314009e-15
1.078	1.3447999999999998e-6	1.933780222891e-15
1.078	1.3611999999999998e-6	1.93400361556e-15
1.078	1.3775999999999997e-6	1.934221689026e-15
1.078	1.394e-6	1.934434631028e-15
1.078	1.4103999999999999e-6	1.934642620574e-15
1.078	1.4267999999999998e-6	1.934845828442e-15
1.078	1.4431999999999998e-6	1.935044417646e-15
1.078	1.4595999999999998e-6	1.935238543876e-15
1.078	1.4759999999999997e-6	1.935428355901e-15
1.078	1.4923999999999999e-6	1.935613995952e-15
1.078	1.5087999999999999e-6	1.935795600074e-15
1.078	1.5251999999999998e-6	1.935973298463e-15
1.078	1.5415999999999998e-6	1.936147215774e-15
1.078	1.5579999999999997e-6	1.936317471412e-15
1.078	1.5743999999999997e-6	1.936484179809e-15
1.078	1.5907999999999999e-6	1.936647450678e-15
1.078	1.6071999999999998e-6	1.936807389252e-15
1.078	1.6235999999999998e-6	1.936964096513e-15
1.078	1.6399999999999998e-6	1.937117669405e-15
1.127	1.6399999999999998e-8	5.115586748928e-16
1.127	3.2799999999999996e-8	1.55232848179e-15
1.127	4.919999999999999e-8	2.563451502771e-15
1.127	6.559999999999999e-8	3.317080171098e-15
1.127	8.199999999999999e-8	3.852975317227e-15
1.127	9.839999999999998e-8	4.240961635278e-15
1.127	1.1479999999999998e-7	4.53064446677e-15
1.127	1.3119999999999998e-7	4.753532625867e-15
1.127	1.4759999999999997e-7	4.92960693324e-15
1.127	1.6399999999999999e-7	5.07185635084e-15
1.127	1.8039999999999997e-7	5.188985115973e-15
1.127	1.9679999999999996e-7	5.287002127905e-15
1.127	2.1319999999999998e-7	5.370170091071e-15
1.127	2.2959999999999996e-7	5.441587573387e-15
1.127	2.4599999999999995e-7	5.503556225221e-15
1.127	2.6239999999999997e-7	5.557818900868e-15
1.127	2.788e-7	5.605718060997e-15
1.127	2.9519999999999994e-7	5.648303638368e-15
1.127	3.1159999999999996e-7	5.686408070448e-15
1.127	3.2799999999999997e-7	5.720699512052e-15
1.127	3.4439999999999993e-7	5.751720242483e-15
1.127	3.6079999999999995e-7	5.779914833648e-15
1.127	3.7719999999999996e-7	5.805651112612e-15
1.127	3.935999999999999e-7	5.829235971606e-15
1.127	4.0999999999999994e-7	5.850927439015e-15
1.127	4.2639999999999995e-7	5.870944000133e-15
1.127	4.4279999999999997e-7	5.889471869548e-15
1.127	4.5919999999999993e-7	5.906670720198e-15
1.127	4.7559999999999994e-7	5.922678237069e-15
1.127	4.919999999999999e-7	5.937613766831e-15
1.127	5.084e-7	5.951581265594e-15
1.127	5.247999999999999e-7	5.964671697025e-15
1.127	5.411999999999999e-7	5.976964996524e-15
1.127	5.576e-7	5.988531690222e-15
1.127	5.739999999999999e-7	5.999434237414e-15
1.127	5.903999999999999e-7	6.009728149928e-15
1.127	6.068e-7	6.01946293044e-15
1.127	6.231999999999999e-7	6.028682862938e-15
1.127	6.395999999999999e-7	6.037427681799e-15
1.127	6.559999999999999e-7	6.045733140635e-15
1.127	6.723999999999999e-7	6.053631497989e-15
1.127	6.887999999999999e-7	6.061151933696e-15
1.127	7.051999999999999e-7	6.068320907179e-15
1.127	7.215999999999999e-7	6.075162466909e-15
1.127	7.379999999999999e-7	6.081698518597e-15
1.127	7.543999999999999e-7	6.087949058408e-15
1.127	7.707999999999999e-7	6.09393237639e-15
1.127	7.871999999999998e-7	6.099665234473e-15
1.127	8.035999999999999e-7	6.105163022645e-15
1.127	8.199999999999999e-7	6.110439896386e-15
1.127	8.363999999999999e-7	6.115508897916e-15
1.127	8.527999999999999e-7	6.120382063434e-15
1.127	8.691999999999999e-7	6.125070518216e-15
1.127	8.855999999999999e-7	6.129584561121e-15
1.127	9.019999999999999e-7	6.133933739877e-15
1.127	9.183999999999999e-7	6.138126918285e-15
1.127	9.347999999999999e-7	6.142172336341e-15
1.127	9.511999999999999e-7	6.146077664129e-15
1.127	9.675999999999998e-7	6.149850050225e-15
1.127	9.839999999999998e-7	6.153496165252e-15
1.127	1.0003999999999998e-6	6.157022241149e-15
1.127	1.0168e-6	6.160434106624e-15
1.127	1.0332e-6	6.163737219236e-15
1.127	1.0495999999999999e-6	6.166936694456e-15
1.127	1.0659999999999998e-6	6.17003733204e-15
1.127	1.0823999999999998e-6	6.173043640009e-15
1.127	1.0988e-6	6.17595985647e-15
1.127	1.1152e-6	6.178789969507e-15
1.127	1.1315999999999999e-6	6.181537735345e-15
1.127	1.1479999999999999e-6	6.184206694952e-15
1.127	1.1643999999999998e-6	6.18680018923e-15
1.127	1.1807999999999998e-6	6.189321372946e-15
1.127	1.1972e-6	6.191773227511e-15
1.127	1.2136e-6	6.19415857272e-15
1.127	1.2299999999999999e-6	6.196480077553e-15
1.127	1.2463999999999998e-6	6.198740270122e-15
1.127	1.2627999999999998e-6	6.200941546841e-15
1.127	1.2791999999999998e-6	6.203086180886e-15
1.127	1.2956e-6	6.205176330015e-15
1.127	1.3119999999999999e-6	6.207214043799e-15
1.127	1.3283999999999999e-6	6.209201270317e-15
1.127	1.3447999999999998e-6	6.21113986236e-15
1.127	1.3611999999999998e-6	6.213031583181e-15
1.127	1.3775999999999997e-6	6.214878111842e-15
1.127	1.394e-6	6.216681048176e-15
1.127	1.4103999999999999e-6	6.218441917406e-15
1.127	1.4267999999999998e-6	6.22016217444e-15
1.127	1.4431999999999998e-6	6.221843207878e-15
1.127	1.4595999999999998e-6	6.223486343747e-15
1.127	1.4759999999999997e-6	6.225092848983e-15
1.127	1.4923999999999999e-6	6.226663934685e-15
1.127	1.5087999999999999e-6	6.228200759161e-15
1.127	1.5251999999999998e-6	6.229704430767e-15
1.127	1.5415999999999998e-6	6.231176010576e-15
1.127	1.5579999999999997e-6	6.232616514866e-15
1.127	1.5743999999999997e-6	6.234026917466e-15
1.127	1.5907999999999999e-6	6.235408151942e-15
1.127	1.6071999999999998e-6	6.23676111366e-15
1.127	1.6235999999999998e-6	6.238086661718e-15
1.127	1.6399999999999998e-6	6.239385620766e-15
1.1760000000000002	1.6399999999999998e-8	3.543033112617e-16
1.1760000000000002	3.2799999999999996e-8	1.270973747214e-15
1.1760000000000002	4.919999999999999e-8	2.425011617381e-15
1.1760000000000002	6.559999999999999e-8	3.616511445733e-15
1.1760000000000002	8.199999999999999e-8	4.69661726317e-15
1.1760000000000002	9.839999999999998e-8	5.612233523082e-15
1.1760000000000002	1.1479999999999998e-7	6.369103658259e-15
1.1760000000000002	1.3119999999999998e-7	6.992061775481e-15
1.1760000000000002	1.4759999999999997e-7	7.507402758668e-15
1.1760000000000002	1.6399999999999999e-7	7.93751719573e-15
1.1760000000000002	1.8039999999999997e-7	8.300140069168e-15
1.1760000000000002	1.9679999999999996e-7	8.608971170165e-15
1.1760000000000002	2.1319999999999998e-7	8.874534889114e-15
1.1760000000000002	2.2959999999999996e-7	9.104943208614e-15
1.1760000000000002	2.4599999999999995e-7	9.306495336923e-15
1.1760000000000002	2.6239999999999997e-7	9.4841281839e-15
1.1760000000000002	2.788e-7	9.641749331695e-15
1.1760000000000002	2.9519999999999994e-7	9.78248237683e-15
1.1760000000000002	3.1159999999999996e-7	9.908848305001e-15
1.1760000000000002	3.2799999999999997e-7	1.002290046463e-14
1.1760000000000002	3.4439999999999993e-7	1.012632584071e-14
1.1760000000000002	3.6079999999999995e-7	1.02205217274e-14
1.1760000000000002	3.7719999999999996e-7	1.030665431116e-14
1.1760000000000002	3.935999999999999e-7	1.038570384208e-14
1.1760000000000002	4.0999999999999994e-7	1.045849977451e-14
1.1760000000000002	4.2639999999999995e-7	1.052574833913e-14
1.1760000000000002	4.4279999999999997e-7	1.05880543542e-14
1.1760000000000002	4.5919999999999993e-7	1.064593861456e-14
1.1760000000000002	4.7559999999999994e-7	1.0699851858e-14
1.1760000000000002	4.919999999999999e-7	1.075018606148e-14
1.1760000000000002	5.084e-7	1.079728363883e-14
1.1760000000000002	5.247999999999999e-7	1.084144497687e-14
1.1760000000000002	5.411999999999999e-7	1.088293464728e-14
1.1760000000000002	5.576e-7	1.092198655579e-14
1.1760000000000002	5.739999999999999e-7	1.095880823351e-14
1.1760000000000002	5.903999999999999e-7	1.099358443153e-14
1.1760000000000002	6.068e-7	1.102648014656e-14
1.1760000000000002	6.231999999999999e-7	1.10576431793e-14
1.1760000000000002	6.395999999999999e-7	1.108720630721e-14
1.1760000000000002	6.559999999999999e-7	1.111528913755e-14
1.1760000000000002	6.723999999999999e-7	1.114199969385e-14
1.1760000000000002	6.887999999999999e-7	1.116743577953e-14
1.1760000000000002	7.051999999999999e-7	1.1191686154e-14
1.1760000000000002	7.215999999999999e-7	1.121483155061e-14
1.1760000000000002	7.379999999999999e-7	1.123694556072e-14
1.1760000000000002	7.543999999999999e-7	1.125809540371e-14
1.1760000000000002	7.707999999999999e-7	1.127834259988e-14
1.1760000000000002	7.871999999999998e-7	1.129774356006e-14
1.1760000000000002	8.035999999999999e-7	1.131635010377e-14
1.1760000000000002	8.199999999999999e-7	1.133420991568e-14
1.1760000000000002	8.363999999999999e-7	1.135136694891e-14
1.1760000000000002	8.527999999999999e-7	1.136786178209e-14
1.1760000000000002	8.691999999999999e-7	1.138373193631e-14
1.1760000000000002	8.855999999999999e-7	1.139901215711e-14
1.1760000000000002	9.019999999999999e-7	1.141373466587e-14
1.1760000000000002	9.183999999999999e-7	1.142792938446e-14
1.1760000000000002	9.347999999999999e-7	1.14416241363e-14
1.1760000000000002	9.511999999999999e-7	1.145484482682e-14
1.1760000000000002	9.675999999999998e-7	1.146761560561e-14
1.1760000000000002	9.839999999999998e-7	1.147995901238e-14
1.1760000000000002	1.0003999999999998e-6	1.149189610869e-14
